序号,地市,区县,新冠疫苗接种单位名称,地址,预约电话（固定电话，用于公布给公众咨询预约事宜）,bd09ll_Lon,bd09ll_Lat,Wgs84_Lon,Wgs84_Lat
40,东莞市,东坑镇,东坑镇东坑中学篮球馆,广东省东莞市东坑镇科技路168号东坑篮球馆,0769-82321208,113.9367682,22.98914679,113.9253212,22.98635511
1457,深圳市,宝安区,石岩卫生监督所（预防保健所）,深圳市宝安区石岩街道爱群路同富裕工业区兴富大厦2楼,27644644,113.9373414,22.70089228,113.9258953,22.69820755
1205,深圳市,南山区,阳光社区健康服务中心,南山区松白路1055号丽河工业园12栋,0755-81795120,113.93902,22.63901165,113.9276008,22.63635662
1183,深圳市,南山区,港湾工业区新冠疫苗临时接种点,南山区蛇口新街73号港湾工业区,0755-88278523,113.939594,22.491,113.9281573,22.4883566
2304,惠州市,博罗县,石湾镇铁场卫生院,石湾镇铁场村朱黎小组,0752-6618718,113.9403163,23.17145576,113.9288414,23.16860795
1461,深圳市,宝安区,宝安区石岩人民医院罗租社区健康服务中心,宝安区石岩街道罗租如意路111号,85270776,113.945012,22.68035465,113.9335745,22.67770682
1490,深圳市,光明区,光明社区健康服务中心,深圳市光明新区光明街道北区原光明医院,0755-27400172,113.945757,22.757202,113.9343188,22.75453384
1496,深圳市,光明区,塘家社区健康服务中心,深圳市光明区凤凰街道塘家大道120号,0755-27175848,113.94423,22.739084,113.9327769,22.73641781
36,东莞市,大朗镇,大朗医院,广东省东莞市大朗镇金朗中路85号,0769-83199383,113.945872,22.959312,113.93439,22.95656053
1211,深圳市,南山区,深圳湾社区健康服务中心,南山区中心路2268号曦湾华府A座二楼,0755-86532691,113.947623,22.50703899,113.93619,22.50440913
1475,深圳市,光明区,传麒山社康健康服务中心,深圳市光明区光明街道升凯路139号深房传麒山西区4号楼02房,0755-23426053,113.949264,22.748915,113.9378159,22.74623923
1182,深圳市,南山区,粤海街道新冠疫苗临时接种点（科兴科学园）,南山区科兴科学园D4栋平台花园一层,0755-84374048,113.949277,22.552981,113.9378513,22.55034561
1493,深圳市,光明区,新陂头社区健康服务中心,深圳市光明区新湖街道新羌社区新陂头村南区2号,0755-27535352,113.949313,22.805927,113.9378582,22.80323166
39,东莞市,东坑镇,东坑医院,广东省东莞市东坑镇沿河西路41号,0769-82321208,113.949753,22.993227,113.9382927,22.99045559
1407,深圳市,宝安区,石岩街道文化中心大型临时接种点,深圳市宝安区石岩街道育才路1000号,18128835937,113.9502174,22.67727879,113.9387794,22.67461895
1455,深圳市,宝安区,宝安区石岩人民医院羊台苑社区健康服务中心,宝安区石岩街道羊台苑一期2栋商业及配套半地下室01层13号房,23036801,113.952368,22.679564,113.9409272,22.67689006
1498,深圳市,光明区,圳美社区健康服务中心,深圳市光明区光明街道碧美公路西侧国泰家具广场旁,0755-89496121,113.955303,22.793047,113.943861,22.79031638
2654,广州市,从化区,从化区吕田镇卫生院预防接种门诊,从化区吕田镇广新路2号,020-87830219,113.9560124,23.81486425,113.9444784,23.81194089
1186,深圳市,南山区,南方科技大学医院急诊科（阳光环形接种点）,南山区西丽百旺信科技大厦一楼,无固定电话,113.95608,22.585519,113.944623,22.58282447
1185,深圳市,南山区,南方科技大学医院急诊科（西丽街道计生服务中心）,南山区西丽街道计生服务中心,0755 26528602,113.9560805,22.58551895,113.9446235,22.58282441
1181,深圳市,南山区,粤海街道新冠疫苗临时接种点（深圳湾体育中心）,南山区粤海街道滨海大道3001号体育馆二楼13号门,0755-86391763,113.956211,22.52418,113.9447908,22.5214954
38,东莞市,东坑镇,东坑镇社区卫生服务中心,广东省东莞市东坑镇东安路,0769-82321208,113.9564728,22.98728493,113.9450073,22.98446262
79,东莞市,石排镇,石排镇社区卫生服务中心,广东省东莞市石排镇石排大道198号,0769-86555509,113.956773,23.082973,113.9452817,23.08010237
1463,深圳市,光明区,光明街道大型临时接种点,深圳市光明区光侨路与华夏路交汇处,,113.956992,22.755891,113.9455506,22.75315425
1470,深圳市,光明区,碧眼社区健康服务中心,深圳市光明区光明街道碧眼社区东区20栋,0755-27405121,113.957231,22.76374,113.9457952,22.76099926
81,东莞市,石排镇,石排医院,广东省东莞市石排镇石排大道198号,0769-86555509,113.9573286,23.08298742,113.9458376,23.08011051
1207,深圳市,南山区,曙光社区健康服务中心,南山区西丽街道茶光地块（西）保障性住房项目冠铭花园3栋至4栋1层,0755-26918650,113.9575238,22.57266944,113.9460784,22.56996231
1507,深圳市,光明区,中山大学附属第七医院,深圳市光明区圳园路628号,0755-81206999,113.9585106,22.79224252,113.947071,22.78947652
1204,深圳市,南山区,新围社区健康服务中心,南山区西丽新围村莺新花园5栋一楼14、15、16、17铺,0755-22674610,113.959518,22.589394,113.9480612,22.58665777
1215,深圳市,南山区,大冲社区健康服务中心,南山区粤海街道大冲社区铜鼓路28号华润城润府二期01层01-06号,0755-26919921,113.9607955,22.5499312,113.9493754,22.54718781
1203,深圳市,南山区,西丽社区健康服务中心,南山区西丽街道沙河西路3230号上沙河大厦,0755-26620097,113.961137,22.583221,113.9496851,22.58046366
1465,深圳市,光明区,新湖街道大型临时接种点,深圳市光明区新湖街道美华美工业园C8栋,0755-88210229/23400526,113.964327,22.796315,113.9528896,22.79346196
2301,惠州市,博罗县,园洲镇卫生院,园洲镇富民路120号,0752-6812283,113.9644572,23.12759845,113.9530063,23.12460901
45,东莞市,横沥镇,横沥医院,广东省东莞市横沥镇天桥路205号,0769-83711331,113.965564,23.03048611,113.9541175,23.02751811
44,东莞市,横沥镇,横沥镇恒泉社区卫生服务站,广东省东莞市横沥镇天桥路215号公共卫生大楼,0769-83711331,113.9662875,23.02988711,113.9548425,23.02690684
1218,深圳市,南山区,德意名居社区健康服务中心,南山区西丽湖路4221号德意名居小区1期1栋2楼,0755-86301073,113.967643,22.596293,113.9561941,22.59342576
1458,深圳市,宝安区,宝安区石岩人民医院水田社区健康服务中心,宝安区石岩街道水田社区石龙仔路口（水田农贸批发市场旁）,27626521/27781357,113.970335,22.69126501,113.9588982,22.68833175
71,东莞市,常平镇,常安医院,广东省东莞市常平镇常安路1号,0769-82322272,113.9704588,22.95383214,113.9589911,22.95080041
46,东莞市,横沥镇,横沥镇新时代文明实践中心,广东省东莞市和平路(横沥镇政府西侧约50米),0769-83711331,113.970625,23.024453,113.95919,23.02139503
1491,深圳市,光明区,迳口社区健康服务中心,深圳市光明区光明街道迳口新村97栋,0755-27406031,113.9736973,22.7702552,113.9622848,22.76723755
1208,深圳市,南山区,沙河社区健康服务中心,南山区沙河街32号,0755-86658948-3030,113.975751,22.54750101,113.9643534,22.54448673
1962,韶关市,翁源县,官渡镇卫生院六里分院预防接种门诊 ,官渡镇六里街66号,0751-2652243,113.977659,24.315035,113.9661415,24.31193968
2351,惠州市,龙门县,永汉镇卫生院,龙门县永汉镇人民路101号,0752-7604206,113.9781926,23.5712811,113.966703,23.56792891
1456,深圳市,宝安区,宝安区石岩人民医院汇裕名都社区健康服务中心,宝安区石岩街道德政路汇裕名都花园（一期）一栋配套二半地下01层02房,23050120,113.978527,22.698733,113.9670958,22.69563156
80,东莞市,石排镇,石排镇社区卫生服务中心（黄家壆站）,广东省东莞市石排镇黄家壆石崇横路,0769-86555509,113.9805616,23.09844818,113.9691124,23.09515302
2308,惠州市,博罗县,福田镇卫生院,福田镇福园北路49号,0752-6889337,113.9808829,23.22117576,113.9694289,23.2178273
68,东莞市,黄江镇,黄江镇田心村喜庆堂,广东省东莞市黄江镇田心村育英路1号,0769-83362338,113.981266,22.842994,113.9698233,22.83978958
1206,深圳市,南山区,大磡社区健康服务中心,南山区西丽大磡村工业路园丁楼对面一，二层,0755-86330191,113.98876,22.628134,113.9773585,22.62485415
1216,深圳市,南山区,大学城社区健康服务中心,南山区西丽镇塘朗村塘兴路77号（塘朗派出所对面）,0755-26734682,113.991371,22.595642,113.9799507,22.59231999
2299,惠州市,博罗县,园洲镇九潭卫生院,园洲镇九潭新风街27号,0752-6915113,113.9918856,23.16304536,113.9804526,23.15952053
1217,深圳市,南山区,峰景社区健康服务中心,南山区龙珠大道以北天地峰景园1-3号裙楼113A、115、116号商铺,0755-86094510,113.992279,22.565666,113.9808806,22.56233735
1189,深圳市,南山区,桃源街道新冠疫苗临时接种点,南山区西丽龙苑路16号深圳禾正医院,4001120333,113.992797,22.568692,113.9813953,22.56535477
1187,深圳市,南山区,深圳大学总医院,南山区学苑大道1098号,0755-21839999,113.993909,22.60071503,113.9824889,22.59735498
1330,深圳市,龙华区,百丽社区健康服务中心,大浪街道华宁路22号,29187421-8003,113.9945219,22.69646329,113.9831046,22.69307785
1209,深圳市,南山区,华侨城医院,南山区香山东街10号,0755-26925881,113.996156,22.54831161,113.9847728,22.54493452
1474,深圳市,光明区,白花社区健康服务中心,深圳市光明区光明街道白花村口旁观光路2042号（原白花社区工作站办公楼）,0755-27432630,113.996504,22.738588,113.9850859,22.73516653
1323,深圳市,龙华区,同胜社区健康服务中心,大浪华繁路175号,28141955-805,113.9982374,22.68220259,113.9868326,22.67877889
1188,深圳市,南山区,欢乐海岸新冠疫苗临时接种点,南山区欢乐海岸创展广场,无固定电话,113.99831,22.532386,113.9869297,22.52898623
1930,韶关市,始兴县,隘子镇中心卫生院预防接种门诊,始兴县隘子镇隘子街,0751-3202137,113.9985454,24.63206627,113.986993,24.62866881
1333,深圳市,龙华区,妇幼社区健康服务中心,深圳市龙华区大浪街道华旺路68号,29821022,113.998828,22.677923,113.9874271,22.67449508
1219,深圳市,南山区,福光社区健康服务中心,南山区留仙路1998号崇文花园5A临街层一楼,0755-26916892,113.998889,22.597987,113.9874654,22.59456774
66,东莞市,黄江镇,黄江医院,广东省东莞市黄江镇西环路南段1号,0769-83362338,113.999191,22.89449598,113.9877878,22.89099523
1328,深圳市,龙华区,石坳社区健康服务中心,大浪石坳村A148栋1楼,28078752-8005,113.999999,22.702731,113.9885721,22.69928142
1389,深圳市,龙华区,龙华区妇幼保健院（大浪商业中心临时接种点）,大浪商业中心纷享城二楼,29821022,114.0007217,22.68203795,113.9893142,22.67859097
1322,深圳市,龙华区,大浪社区健康服务中心,龙华区大浪街道华霆路13号二楼,28105067,114.0011191,22.68921096,113.9897032,22.6857576
1380,深圳市,龙华区,悠山美地社区健康服务中心,深圳市龙华区大浪街道同胜社区金龙路1号悠山美地家园2栋1-2层,21016512,114.001286,22.671525,113.9898877,22.66807772
1237,深圳市,福田区,碧海云天社康,侨城东路碧海云天15C首层,86200830,114.001672,22.53520698,113.9902875,22.53177703
1291,深圳市,福田区,香港大学深圳医院成人接种门诊,福田区海园一路1号,86913333-6752,114.002664,22.531953,113.9912776,22.52851616
1327,深圳市,龙华区,谭罗社区健康服务中心,龙华区大浪谭罗新村117号1-2,28176290,114.00334,22.677276,113.991933,22.67381233
1259,深圳市,福田区,深康村社康,福田区侨城东路125号深康村1栋1-2层,83213507,114.003925,22.552715,113.9925283,22.54926803
69,东莞市,常平镇,常平镇社区卫生服务中心,广东省东莞市常平镇东兴路168号,0769-82322272,114.004451,22.98399599,113.9930122,22.98041476
1233,深圳市,福田区,侨香社康,侨香路侨乡村2008号,23823340,114.0064335,22.54801638,113.9950347,22.54455973
1329,深圳市,龙华区,元芬社区健康服务中心,大浪街道元芬新村金园大厦B-1.2楼,29435224-808,114.006602,22.660919,113.995199,22.65744646
1332,深圳市,龙华区,水围社康社区健康服务中心,深圳市龙华区大浪华盛路103-105号,21011352,114.008883,22.687002,113.9974522,22.68351542
1326,深圳市,龙华区,高峰社区健康服务中心,大浪街道龙观西路41号,29017659,114.010243,22.66612678,113.9988271,22.66264826
1325,深圳市,龙华区,浪口社区健康服务中心,龙华新区大浪街道大浪南路373号二楼,29536810-8041,114.0149214,22.684541,114.003472,22.6810673
2347,惠州市,龙门县,麻榨镇卫生院,龙门县麻榨镇龙凤路25号,0752-7560194,114.016024,23.46650898,114.00452,23.4627815
1348,深圳市,龙华区,新塘社康社区健康服务中心,潜龙曼海宁南区150-153号,23761120,114.016369,22.645013,114.004931,22.6415583
1289,深圳市,福田区,福田区香蜜湖街道新冠疫苗集中接种点,福田区农林路69号印力中心6楼,83548707,114.018009,22.550965,114.006567,22.54753303
1381,深圳市,龙华区,尚峻社区健康服务中心,深圳市龙华区大浪街道建设东路与民塘路交汇处尚峻花园一期1栋1-2层,21047576,114.018232,22.647255,114.0067867,22.64381235
1385,深圳市,龙华区,深圳市龙华区褔城街道富士康园(鸿观园区)临时接种点,深圳市龙华区福城街道富士康C31栋三楼,29551601,114.018523,22.74246,114.0070493,22.73899177
1324,深圳市,龙华区,和平里社区健康服务中心,龙华新区民塘路和平里花园一期外围173号,28107522-8003,114.018619,22.650331,114.0071729,22.64689086
1231,深圳市,福田区,竹林社康,金众小区35栋二、三楼,83705070,114.018655,22.54346057,114.0072148,22.54003472
1379,深圳市,龙华区,上早社区健康服务中心,深圳市龙华区大浪街道春华路03号,28106842,114.0205619,22.66164271,114.0091059,22.65821645
1374,深圳市,龙华区,大三村社区健康服务中心,大水坑桔坑路19号,23448553,114.020736,22.736366,114.0092463,22.73291692
1281,深圳市,福田区,竹园社康,建业小区20栋1楼,83713106,114.0209458,22.54525938,114.0094938,22.54185271
1230,深圳市,福田区,翠海社康,翠海花园裙楼13号之三商铺,82851592,114.021927,22.557758,114.0104602,22.55435808
2350,惠州市,龙门县,龙潭镇中心卫生院,龙门县龙潭镇铁岗永丰街61号,0752-7722073,114.0223351,23.72636568,114.0108007,23.72271334
1270,深圳市,福田区,映山社康,福田区莲塘尾片区栖棠映山花园6号楼商业及配套半地下室01层04房,23997864,114.022315,22.5693,114.0108339,22.5659007
1372,深圳市,龙华区,章阁社区健康服务中心,观澜章阁志扬广场2楼,29551601,114.022477,22.749852,114.0109911,22.7464185
1343,深圳市,龙华区,仲德社康社区健康服务中心,龙华区民治街道盛荟居1、A7,21035120,114.022807,22.641964,114.0113368,22.63856286
1377,深圳市,龙华区,天富社区健康服务中心,龙华区福城街道章阁社区志扬路5号103,28100166,114.0237899,22.74995332,114.0122973,22.7465339
70,东莞市,常平镇,市东部中心医院,广东省东莞市常平镇板石大道82号?,0769-82322272,114.023903,22.972444,114.012379,22.96893755
1312,深圳市,龙华区,龙园社区健康服务中心,龙华花园新村35栋,21010045-828,114.024963,22.666451,114.0134821,22.66306942
1309,深圳市,龙华区,华联社区健康服务中心,龙华街道大浪南路180号, 27186230-8002,114.025469,22.672385,114.0139811,22.66900738
1383,深圳市,龙华区,星河传奇社区健康服务中心,深圳市龙华区民治街道星河传奇3期商厦1栋B座1-2层,21036607-813,114.026021,22.636578,114.0145298,22.6332139
1232,深圳市,福田区,农园社康,农轩路天御香山花园6栋1-2层,23483250,114.026226,22.544294,114.014747,22.54094538
1331,深圳市,龙华区,宝龙社区健康服务中心,龙华大浪宝龙新村367栋1-3楼,21016619,114.026293,22.681063,114.0147922,22.67769198
1336,深圳市,龙华区,上塘社区健康服务中心,龙华区民治街道上塘电站路91号,28115203,114.02771,22.650818,114.0162171,22.6474744
78,东莞市,企石镇,企石镇铁炉坑村喜宴楼,广东省东莞市企石镇铁炉坑村鹏城路（春城公园北侧）,0769-86719833,114.0280389,23.07400844,114.0164789,23.07050775
1316,深圳市,龙华区,景龙社区健康服务中心,龙华街道景龙街环卫大厦2楼,27706469,114.028649,22.661968,114.0171499,22.65863459
1334,深圳市,龙华区,上塘道社区健康服务中心,龙华区民治街道金地上塘道花园12栋,28133309-8002,114.02898,22.640914,114.0174755,22.63758833
1384,深圳市,龙华区,深圳市龙华区福城街道新塘体育馆临时接种点,深圳市龙华区福城街道新塘居民小组8号A1栋1楼,21008735,114.0291962,22.72331875,114.0176533,22.71997047
1337,深圳市,龙华区,水榭春天社区健康服务中心,水榭春天花园一期西门,28181148-805,114.029342,22.634786,114.0178308,22.63146543
1234,深圳市,福田区,熙园社康,福田区香蜜湖路熙园商业中心113号首层商铺西,82890310,114.029379,22.55711,114.0178726,22.55380018
67,东莞市,黄江镇,黄江镇田美社区图书馆,广东省东莞市黄江镇板湖新围街与聚福三街交叉口（聚福路19号）,0769-83362338,114.0301522,22.92785867,114.018607,22.92445307
65,东莞市,黄江镇,黄江镇社区卫生服务中心,广东省东莞市黄江镇田美社区办公大楼后面聚富路,0769-83362338,114.0308,22.92812803,114.0192508,22.92473143
1314,深圳市,龙华区,三联社区健康服务中心,龙华街道龙观东路385-1号,27743661,114.031317,22.670278,114.0197979,22.66697926
1255,深圳市,福田区,泰源社康,泰然四路211栋6号,82023861,114.0321189,22.53924709,114.0206084,22.53597955
76,东莞市,企石镇,企石镇社区卫生服务中心,广东省东莞市企石镇宝华路115号,0769-86719833,114.032991,23.077779,114.021402,23.07434662
1310,深圳市,龙华区,锦绣御园社区健康服务中心,龙华街道三联弓村高翔路28号1-2层,23732427-8002  ,114.034533,22.665924,114.0229981,22.66267415
1378,深圳市,龙华区,壹成社区健康服务中心,深圳市龙华区龙华街道人民路壹城中心花园9区6栋1-2层,21015712,114.034674,22.655702,114.0231415,22.65245693
1238,深圳市,福田区,下沙社康,京基滨河时代3号楼一二楼,83894769,114.034714,22.532967,114.0231889,22.52973833
1320,深圳市,龙华区,恒康社区健康服务中心,龙华区龙华街道玉翠新村三区群珠大厦89-6  201、301,21030156,114.0351594,22.68003878,114.0236089,22.67679303
1239,深圳市,福田区,上沙社康,上沙椰树路209号上沙农贸综合市场二楼,82532673,114.036179,22.533917,114.0246455,22.53071043
1346,深圳市,龙华区,壹方社区健康服务中心,深圳市龙华区民治街道新牛社区工业路博园大厦110-113号,29849899,114.036207,22.649084,114.0246647,22.64586315
1959,韶关市,翁源县,周陂镇中心卫生院预防接种门诊,周陂镇康乐路37号,0751-2797892,114.036766,24.25186102,114.0250892,24.24859534
1258,深圳市,福田区,特发社康,香梅北特发小区16栋2号,23994419,114.0367164,22.56087443,114.0251638,22.55767134
1350,深圳市,龙华区,阳光里社区健康服务中心,民治街道1866花园(南区)商铺18-1,21087746,114.036766,22.631005,114.0252084,22.62779339
1341,深圳市,龙华区,龙悦居社区健康服务中心,龙华新区民治街道龙悦居3期2栋负1楼,23735013,114.036862,22.607431,114.0252842,22.60422049
1375,深圳市,龙华区,福安社区健康服务中心,福安雅园10栋1楼,23775948,114.03739,22.726166,114.0258007,22.72293762
1937,韶关市,始兴县,始兴县沈所镇卫生院,沈所镇沈所街20号,18038911107/0751--3422991,114.037641,24.952454,114.0259285,24.94925502
1317,深圳市,龙华区,清联社区健康服务中心,龙华街道三联路硅谷大院T2栋1楼106-108号，2楼203商铺,21030317,114.038025,22.67100555,114.0264663,22.66780676
1339,深圳市,龙华区,梅陇镇社区健康服务中心,金地梅陇镇八栋外围1楼,29556325,114.0380958,22.63600306,114.0265349,22.63281162
1269,深圳市,福田区,梅山社康,梅山街1-27号,83509704,114.0398485,22.57113255,114.0282669,22.56797373
1360,深圳市,龙华区,库坑社区健康服务中心,深圳市龙华区观澜街道泗黎路观湖园公建楼1号,29046865,114.040089,22.746421,114.0285002,22.74323075
1366,深圳市,龙华区,黎光社区健康服务中心,黎光村工业区100号,28163047,114.040488,22.759598,114.0289084,22.75641207
1268,深圳市,福田区,梅京社康,福田区下梅林二街西颂德花园第1层商铺114号房、第2层商铺222-227号房,83237814,114.041025,22.567985,114.0294401,22.56484458
1285,深圳市,福田区,福田区沙头街道体育公园新冠疫苗集中接种点,福田区福强路3030号福田体育公园内,83366388-2275,114.0424146,22.53290906,114.0308457,22.52979567
1373,深圳市,龙华区,福民社区健康服务中心,观澜福城街道福民社区人民路235-16号,28016403,114.042642,22.715918,114.0310209,22.71276998
1347,深圳市,龙华区,新瑞社康社区健康服务中心,民治街道樟坑二区百易广场二楼L2-026、L2-027号,23209120,114.042955,22.624931,114.0313567,22.62181124
1321,深圳市,龙华区,幸福社区健康服务中心,深圳龙华区龙华街道三联社区新弓村21-1,21051707,114.043041,22.666384,114.0314573,22.66326097
1274,深圳市,福田区,梅林一村社康,梅林一村会所首层,83531073,114.043659,22.574431,114.0320529,22.57132671
1344,深圳市,龙华区,新康社康社区健康服务中心,深圳市龙华区民治街道牛栏前大厦一楼,21018120,114.044303,22.640558,114.032711,22.6374573
1960,韶关市,翁源县,周陂镇中心卫生院礤下分院预防接种门诊,礤下新街二路9号,0751-2711133,114.045328,24.191947,114.0336173,24.18878634
1254,深圳市,福田区,沙嘴社康,金地工业区148栋一、二层,83876292,114.045528,22.524439,114.0339398,22.52136879
1273,深圳市,福田区,下梅林社康,北环大道与梅林路交汇处绿景虹湾G栋2号房1-2层,83114546,114.04567,22.56767,114.0340604,22.56459527
1335,深圳市,龙华区,民治社区健康服务中心,民治大道453号,28190567-8032,114.04577,22.62763399,114.0341593,22.6245532
1371,深圳市,龙华区,竹村社区健康服务中心,观澜大道茜坑社区田茜路4号,28037532,114.0458058,22.69628107,114.0341787,22.69318391
1308,深圳市,龙华区,油松社区健康服务中心,龙华街道民清路20号,28142024,114.0458335,22.64673895,114.0342369,22.64365858
1382,深圳市,龙华区,玖龙玺社区健康服务中心,深圳市龙华区民治街道龙光玖龙玺花园住宅B栋西角1-2层,23773191,114.046994,22.605547,114.0353597,22.60248196
1376,深圳市,龙华区,澜汇社区健康服务中心,观澜大道117号（福城天虹停车场入口处）,28014086,114.047157,22.705828,114.0355155,22.7027446
1370,深圳市,龙华区,田背社区健康服务中心,龙华区大道首誉花园半地下2层60号,21008735,114.048267,22.69910403,114.036625,22.69603702
2293,惠州市,博罗县,长宁镇中心卫生院,长宁镇人民路69号,0752-6892285,114.048804,23.22125173,114.0371317,23.21799199
72,东莞市,常平镇,常平会展中心,广东省东莞市常平镇常马路与物丰路交叉口,0769-82322272,114.0488155,22.98428395,114.0371623,22.98112125
1345,深圳市,龙华区,明泰社区健康服务中心,深圳市龙华区民治大道241号民泰大厦01-02号,89653663,114.048822,22.61956048,114.0371885,22.61651791
1313,深圳市,龙华区,清湖社区健康服务中心,龙华区华清大道323号,28122941-807,114.048902,22.67771997,114.037279,22.67466979
1342,深圳市,龙华区,乾龙社康社区健康服务中心,深圳市龙华区民治街道潜龙鑫茂花园C区1栋101-102号,29523779,114.049096,22.61543,114.0374577,22.61239056
1319,深圳市,龙华区,民清社区健康服务中心,深圳市龙华区龙华街道松和社区民清路9号深圳警备区龙华公寓一楼104、105铺位,21013194,114.0491276,22.65399746,114.0375163,22.65095729
1278,深圳市,福田区,景狮社康,商报路7号天健创业大厦2层,83924680,114.0492986,22.55519588,114.0376841,22.55217002
1252,深圳市,福田区,新华社康,新洲八街蜜园裙楼16-20号,82790420,114.049842,22.529707,114.0382347,22.52669054
1253,深圳市,福田区,新沙社康,新沙路53号福宇轩B-F栋一层商铺1F,83405320,114.049938,22.534581,114.038331,22.53156557
1267,深圳市,福田区,龙尾社康,下梅林梅亭路2-8号,83117752,114.049974,22.572925,114.0383378,22.56990181
1340,深圳市,龙华区,白石龙社区健康服务中心,深圳市龙华区民治街道龙泽苑B栋一楼1-2层裙楼,29800266-607,114.0503377,22.60708227,114.0386881,22.604057
1288,深圳市,福田区,福田区莲花街道新冠疫苗集中接种点,福田区红荔西路7022号鲁班大厦,83548707,114.051082,22.553047,114.0394613,22.55004142
1261,深圳市,福田区,景新社康,景新花园景龙大厦首层7-10,83939154,114.052063,22.563418,114.0404277,22.5604197
1240,深圳市,福田区,红树福苑社康,保税区红树福苑小区6栋首层商铺136号,23998147,114.0523872,22.51552965,114.0407605,22.51253868
1262,深圳市,福田区,景华社康,莲花西路中导大厦一楼B、C商铺,83061767,114.052784,22.558984,114.0411504,22.55599393
1279,深圳市,福田区,景田社康,景田南4街香蜜三村2栋一层,83948257,114.054275,22.551612,114.0426423,22.54863707
1249,深圳市,福田区,福保社康,福强路京隆苑首层2203号,83556431,114.065805,22.52073,114.0541435,22.51780003
1386,深圳市,龙华区,深圳市龙华区观澜街道银星高科技园临时接种点,深圳市龙华区观澜街道观光路1301号银星科技大厦,29046865,114.0541942,22.73503653,114.0425254,22.73202169
1315,深圳市,龙华区,水斗社区健康服务中心,龙华街道东环一路北侧旭日大厦1层13号铺、2层,23769062-8010，,114.05455,22.64802,114.0429142,22.64503505
1311,深圳市,龙华区,花半里社区健康服务中心,龙华街道清湖大和路A01号, 23765041-807,114.055204,22.680273,114.0435515,22.67728395
1290,深圳市,福田区,深圳市妇幼保健院福强院区新冠疫苗接种点,福田区福强路3012号,82889999-3331,114.055488,22.5242942,114.0438552,22.521331
1251,深圳市,福田区,新洲社康,新洲南路西侧新南苑小区一楼,83899074,114.0555421,22.52937836,114.0439112,22.52641581
1338,深圳市,龙华区,民乐社区健康服务中心,深圳市龙华区民治街道民乐村商住楼11栋1-3楼,83729340-606,114.055944,22.60519,114.0442707,22.60221614
1271,深圳市,福田区,新兴社康,梅村路西横街梅兴苑4栋15号,83101651,114.056243,22.571847,114.0445824,22.5688816
1359,深圳市,龙华区,世纪广场社区健康服务中心,深圳市龙华区观湖街道观城社区马坜新村大和路202-3号,21056607,114.056263,22.70314,114.044584,22.70014892
1256,深圳市,福田区,益田社康,益田村中心广场康乐楼,83823930,114.056949,22.520146,114.0453086,22.51719254
1388,深圳市,龙华区,龙华区妇幼保健院（富士康龙华园区临时接种点）,龙华东环二路富士康科技园C1餐厅（南大门）,29821022,114.05731,22.657249,114.0456654,22.65428228
1280,深圳市,福田区,福新社康,黄埔雅苑会所二期一层02号,23913059,114.058858,22.548718,114.0472118,22.54577418
1318,深圳市,龙华区,新健社区健康服务中心,龙华区龙华街道水斗新围村综合楼,21016120,114.059134,22.640764,114.047479,22.63780913
1257,深圳市,福田区,新港社康,福田区新新家园AB栋13号铺,23977634,114.0591828,22.52432934,114.0475379,22.52138852
1250,深圳市,福田区,明月社康,福田区滨河大道石厦北一街信托花园1栋第一层02号,82985001,114.059216,22.532535,114.0475737,22.52959459
1349,深圳市,龙华区,和风社康社区健康服务中心,民治街道民乐社区民乐一区商住楼8栋A201、商住楼9-1,21003595,114.059815,22.603882,114.048129,22.60092995
1067,深圳市,龙岗区,深圳市龙岗区第二人民医院大发埔社区健康服务中心,坂田街道大发埔东村7巷11-12号1-2楼,0755-89749450,114.0607588,22.63566515,114.0490955,22.63271676
1263,深圳市,福田区,雨田社康,莲花路雨田村雨莲阁一层,83076399,114.061785,22.565486,114.050115,22.56254838
1369,深圳市,龙华区,逸康社区健康服务中心,深圳市龙华区观澜街道桂花路7号,27900120,114.0618216,22.72650524,114.0501233,22.72353341
1066,深圳市,龙岗区,深圳市龙岗区第二人民医院四季花城社区健康服务中心,坂田街道四季花城社区荷花苑F座101,0755-84191772,114.062026,22.630177,114.0503548,22.62723194
1367,深圳市,龙华区,新澜社区健康服务中心,新澜社区升华二街28号,27982421,114.0629525,22.72405387,114.0512507,22.72108453
1286,深圳市,福田区,福田区梅林街道多丽工业区新冠疫苗集中接种点,福田区梅林街道105号多丽工业园科技楼一楼,83177613,114.062996,22.569003,114.0513195,22.56606652
1387,深圳市,龙华区,深圳市龙华区观湖街道玫瑰苑临时接种点,深圳市龙华区观湖街道玫瑰苑B栋物业管理中心2楼,29808164,114.063409,22.721215,114.0517055,22.71824676
56,东莞市,塘厦镇,市东南部中心医院,广东省东莞市塘厦镇蛟坪大道113号,0769-82777787,114.065926,22.78600201,114.0542495,22.78302032
1363,深圳市,龙华区,庙溪社区健康服务中心,观澜街道桂花路255号,27988680,114.0662307,22.74543203,114.0545391,22.74245936
1351,深圳市,龙华区,鹭湖社区健康服务中心,观湖街道观城社区环观南路招商观园7栋半地下层3号,29808164,114.0667636,22.69483652,114.0550666,22.69187519
1065,深圳市,龙岗区,深圳市龙岗区第二人民医院冲之社区健康服务中心,坂田街道冲之大道3号,0755-66837268转1101（前台客服）,114.0671466,22.66436825,114.0554777,22.66141835
