Province,region1,region2,name,Address,latitude,longitude
Saskatchewan,Saskatoon,,Medicine Shoppe No. 215,"335 20th Street W, Saskatoon, SK, S7M 0X1",52.1258607,-106.6746246
Saskatchewan,Shaunavon,,Jae's Pharmacy Ltd.,"335 Centre Street, Shaunavon, SK, SON 2M0",49.6464164,-108.4085191
New Brunswick,MONCTON,SALISBURY,MEDICINE SHOPPE,335 RUE MAIN STREET,46.5088747,-67.5943523
Saskatchewan,Regina,,Loblaw Pharmacy No. 4366,"336 McCarthy Boulevard N, Regina, SK, S4R 7M2",50.4818233,-104.6665582
New Brunswick,BATHURST,TRACADIE-SHEILA,MEDICINE SHOPPE,3360 BOULEVARD DR VICTOR LEBLANC BOULEVARD,47.5228763,-64.9113755
New Brunswick,MONCTON,SALISBURY,PHARMACIE JEAN COUTU #130,338 RUE MAIN STREET,46.5095278,-67.5949233
Quebec,Outaouais,,OTTER-LAKE CLSC,340 Martineau Ave.Otter Lake QC J0X 2P0,45.8445916,-76.433665
Saskatchewan,Regina,,Hill Ave. Drugs Ltd,"3410 Hill Ave, Regina, SK S4S 0W9",50.4284854,-104.6304868
New Brunswick,MONCTON ,,SHEDIAC PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE SHEDIAC,"342, RUE MAIN STREET, BUREAU/UNIT 160",46.5097346,-67.5953523
New Brunswick,FREDERICTON,ST. QUENTIN,SHOPPERS DRUG MART #597,344 RUE CANADA STREET - UNIT?/UNIT B,46.0798345,-66.6095857
Ontario,,,North Bay Parry Sound District Health Unit,"345 Oak St W, North Bay, ON P1B 2T2",46.3134664,-79.468016
New Brunswick,BATHURST,TRACADIE-SHEILA,LOBLAWS PHARMACY,3455 RUE PRINCIPALE STREET,47.5189351,-64.9121719
New Brunswick,FREDERICTON,FREDERICTON,MEDICINE SHOPPE,348 RUE KING STREET,45.9088648,-64.4004288
New Brunswick,SAINT JOHN,SAINT JOHN,PHARMACIE JEAN COUTU #405,35 AVENUE UNIVERSITY AVENUE,45.9521078,-66.6369867
Newfoundland and Labrador,,,Majors Path COVID,35 Majors Path?Newfoundland?A1A4Z9,47.6101149,-52.7247247
New Brunswick,FREDERICTON,WOODSTOCK,LOBLAWS PHARMACY,350 RUE CONNELL STREET,46.1679256,-67.595293
New Brunswick,MONCTON,MONCTON,SHOPPERS DRUG MART #588,350 RUE ST. GEORGE STREET,46.0901148,-64.7867888
New Brunswick,BATHURST,TRACADIE-SHEILA,PHARMACIE JEAN COUTU #128*,3500 RUE PRINCIPALE STREET,47.5169239,-64.9116066
New Brunswick,BATHURST,TRACADIE-SHEILA,SHOPPERS DRUG MART #599,3528 RUE PRINCIPALE STREET,47.51601,-64.9113671
Saskatchewan,Regina,,Safeway Pharmacy No. 4890,"353 Albert Street N, Regina, SK, S4R 3C3",50.4829404,-104.6168652
Saskatchewan,Shaunavon,,Rx Drug Mart #3004,"353 Centre Street, Shaunavon, SK, SON 2M0",49.6466391,-108.4086693
Ontario,,,Middlesex-London Health Unit,"355 Wellington St, London, ON N6A 3N7",42.9839241,-81.2460321
Newfoundland and Labrador,Grand Falls-Windsor,,Grand Falls-Winsor Community Health Centre,36 Queensway Grand Falls-Windsor NLA2B 1J3,48.9594257,-55.6528066
Newfoundland and Labrador,,,Grand Falls-Windsor Community Health Building,36 Queensway?NL?A2B 1J3,43.6397113,-79.4508077
Saskatchewan,Lloydminster,,Co-op Market Place Pharmacy,"3606 50th Avenue, Lloydminster, AB, T9V 0V7",53.271335,-110.006454
Newfoundland and Labrador,,,Holyrood Community Services,363 Conception Bay Hgwy?Newfoundland and Labrador?A0A 2R0,47.3911503,-53.1205646
Saskatchewan,Lumsden,,Lumsden Drugs,"365 James Street N, Lumsden, SK, SOG 3C0",50.647875,-104.8665387
New Brunswick,MONCTON,PETITCODIAC,PHARMACIE JEAN COUTU #362,37 RUE MAIN STREET,46.4511042,-67.6097943
Saskatchewan,Regina,,Save On Foods Pharmacy No. 5508,"3701 Chuka Boulevard, Regina, SK, S4P 3V7",50.4182522,-104.5128191
Saskatchewan,Regina,,Shoppers Drug Mart No. 2472,"3709 Chuka Boulevard, Regina, SK, S4V3P7",50.4179468,-104.5118881
New Brunswick,FREDERICTON,OROMOCTO,SOBEYS PHARMACY,375 CHEMIN MIRAMICHI ROAD,45.8331316,-66.4864691
Saskatchewan,Regina,,Shoppers Drug Mart No. 429,"380 McCarthy Boulevard N, Regina, SK, S4R 7M2",50.4827431,-104.6666722
Saskatchewan,Regina,,Regent Park Pharmacy,"3849 Sherwood Drive, Regina, SK, S4R1A8",50.4749367,-104.6363671
Saskatchewan,Prince Albert,,My Pharmacy,"385 15th St W, Prince Albert, SK, S6V 3R1",53.1993038,-105.7647434
Saskatchewan,Regina,,FreshCo 4282,"3859 Sherwood Drive, Regina, SK, S4R 4A8",50.4751478,-104.6364355
New Brunswick,MONCTON,SALISBURY,SHOPPERS DRUG MART #180,387 RUE MAIN STREET,46.5118068,-67.5995989
Newfoundland and Labrador,,,Whitbourne Community Services,39 Main Road?Newfoundland and Labrador?A0B 3K0,47.4421768,-53.5502662
New Brunswick,SAINT JOHN,SAINT JOHN,LAWTONS DRUGS,39 RUE KING STREET,45.9039627,-64.3788105
Saskatchewan,Swift Current,,Pharmasave No. 406,"390 Central Avenue N, Swift Current, SK, S9H 0L4",50.2878862,-107.801119
Saskatchewan,Regina,,Pharmasave No 421,"390 University Park Drive, Regina, SK, S4V 0Y8",50.435025,-104.555336
Saskatchewan,Regina,,Medicine Shoppe No. 355,"3934 Dewdney Avenue, Regina, SK, S4T1A1",50.4553984,-104.6380333
Saskatchewan,Regina,,Wal-Mart Pharmacy No. 3076,"3939 Rochdale Boulevard, Regina, SK, S4X 4P7",50.4945088,-104.6374224
Newfoundland and Labrador,,,Hearts Delight Community Services,395 Main Road?Newfoundland and Labrador?A0B2A0,47.7676374,-53.4717452
New Brunswick,CAMPBELLTON,DALHOUSIE,PHARMACIE JEAN COUTU #391,396 RUE WILLIAM STREET,47.0389884,-67.7759382
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Point de service local (vaccination) -Shawinigan,"3980, 105e avenue",46.5063421,-72.7318219
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Clinique de vaccination de Shawinigan,"3980, 105e avenue",46.5063421,-72.7318219
Saskatchewan,Regina Beach,,Regina Beach Pharmacy,"399 Centre Street, Regina Beach, SK, SOG 4C0",50.7913738,-104.9855347
Newfoundland and Labrador,,,Robert's Arm Public Health Office,4 Crescent Ave?NL?A0J 1R0,49.4849612,-55.8222462
Newfoundland and Labrador,,,Robert's Arm Public Health Office,4 Crescent Ave?NL?A0J 1R0,49.4849612,-55.8222462
New Brunswick,CAMPBELLTON,ATHOLVILLE ,WAL-MART PHARMACY,4 RUE JAGOE STREET,47.9925488,-66.7042782
New Brunswick,MONCTON,MONCTON,LAWTONS DRUGS*,40 CHEMIN MAPLETON ROAD,46.1074793,-64.8229806
Saskatchewan,,,REGINA,4001 3 Avenue?North,50.4737121,-104.6388775
Saskatchewan,Rosetown,,Central Plains Co-op Pharmacy,"401 Main St, Rosetown, SK, SOL 2V0",51.5519675,-107.9933253
New Brunswick,FREDERICTON,FREDERICTON,ROSS DRUG,402 RUE QUEEN STREET,45.9627986,-66.6430879
Prince Edward Island,,Kings County,Shoppers Drug Mart,"403 University Avenue, Charlottetown",46.245548,-63.1356832
Prince Edward Island,,Queens County,Shoppers Drug Mart,"403 University Avenue, Charlottetown",46.245548,-63.1356832
New Brunswick,MONCTON,MONCTON,PHARMACIE JEAN COUTU #209,404 RUE ST. GEORGE STREET,46.089323,-64.7903938
Yukon,,Whitehorse,WhitehorseWhitehorse Convention Centre?,"4051 4 Ave, Whitehorse, YT Y1A 1H1",60.7147695,-135.0515162
New Brunswick,SAINT JOHN,SAINT JOHN,SHOPPERS DRUG MART #194,407 CHEMIN WESTMORLAND ROAD,45.3044982,-66.0199273
New Brunswick,FREDERICTON,FREDERICTON,SOBEYS PHARMACY,407 RUE REGENT STREET,45.9550662,-66.6464554
Saskatchewan,Assiniboia,,Southland Co-op Pharmacy,"409 Centre Street, Assiniboia, SK",49.6304134,-105.9920916
Northwest Territories,,,Health Centre (Public Health)?,"41 Breynet Street,?P.O. Box 1080, Fort Smith, NT X0E 0P0",60.0033352,-111.8797646
New Brunswick,SAINT JOHN ,,ST. STEPHEN PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE ST-STEPHEN,41 RUE KING STREET,45.9040359,-64.3791161
New Brunswick,SAINT JOHN ,,HAMPTON PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE HAMPTON,410 PROMENADE WILLAM BELL DRIVE,45.517626,-65.8232282
Saskatchewan,Regina,,Sobeys Pharmacy No. 5162,"4101 Rochdale Boulevard, Regina, SK, S4X 4P7",50.4966047,-104.6436692
Saskatchewan,Saskatoon,,Loblaw Pharmacy No. 1536,"411 Confederation Drive, Saskatoon, SK, S7L 5C3",52.1322359,-106.7254437
Saskatchewan,Regina,,Stapleford Pharmacy,"4113-5th Avenue, Regina, SK S4T 0M3",50.4612095,-104.6403306
Saskatchewan,Ituna,,Sametz Pharmacy,"413 Main Street N, Ituna, SK, SOA1N0",51.1668749,-103.4961588
Saskatchewan,Regina,,Shoppers Drug Mart No. 425,"4130 Albert Street, Regina, SK, S4S 3R8",50.4131151,-104.6192614
Prince Edward Island,,Prince County,CENTRAL STREET PHARMACY?,"414 Central Street, Summerside",46.4115016,-63.7874471
Saskatchewan,Esterhazy,,Pharmasave No. 431,"414 Main Street, Esterhazy, SK, SOA 0X0",50.6542119,-102.0792229
Saskatchewan,Saskatoon,,Shoppers Drug Mart No. 2457,"415 Herold Court, Saskatoon, SK, S7V 0A7",52.0974769,-106.5672435
Prince Edward Island,,Prince County,QUEEN STREET PHARMACY,"418 Queen Street, Charlottetown",46.2417089,-63.1346332
Northwest Territories,,,Stanton Medical Centre,"419 Byrne Rd, Yellowknife, NT X1A 2N1",62.4456343,-114.4030496
Newfoundland and Labrador,,,All Saints Parish Hall(CBS),419 Conception Bay Hwy NL A1X 7A2,47.5095432,-52.9830376
Newfoundland and Labrador,,,All Saints Parish Hall (CBS),419 Conception Bay Hwy?NL?A1X 7A2,47.5095432,-52.9830376
Ontario,,,Durham Regional Health Unit,"419 King St W, Oshawa, ON L1J 2K5",43.8919982,-78.8809901
Saskatchewan,Saskatoon,,Shoppers Drug Mart No. 415,"42 2105 8th Street E, Saskatoon, SK, S7H 0T8",52.115296,-106.627146
Saskatchewan,Regina,,Rexall No. 7308,"420 Albert Street, Regina, SK, S4R 2N8",50.4719796,-104.6190073
Saskatchewan,Lloydminster,,Wal-Mart Pharmacy No. 3168,"4210 70th Avenue, Lloydminster, AB, T9V 0B5",53.2760022,-110.0490717
Saskatchewan,Esterhazy,,Erin's I.D.A. Pharmacy,"422 Main Street, Esterhazy, SK, SOA 0X0",50.6544305,-102.0790094
Saskatchewan,Assiniboia,,Shoppers Drug Mart No. 433,"424 Centre Street, Assiniboia, SK, SOH 0B0",49.6304882,-105.9930075
New Brunswick,MONCTON,RICHIBUCTO,LOBLAWS PHARMACY,425 CHEMIN COVERDALE ROAD,46.0649872,-64.8013459
Quebec,Outaouais,,CLSC LEGUERRIER,"425, LeGuerrier St.Gatineau QC J9H 6N8",45.3993481,-75.8362178
Ontario,,,York Regional Health Unit,"4261 Hwy 7, Unionville, ON L3R 9W6",43.8590757,-79.3146032
Saskatchewan,Moose Jaw,,Shoppers Drug Mart No. 420,"428 Lillooet Street W, Moose Jaw, SK, S6H 7T1",50.3845315,-105.5456552
New Brunswick,FREDERICTON,WOODSTOCK,WAL-MART PHARMACY,430 RUE CONNELL STREET,46.1750824,-67.6041305
New Brunswick,FREDERICTON,FREDERICTON,LAWTONS DRUG,435 PROMENADE BROOKSIDE DRIVE UNIT/ UNIT? 5,45.9928189,-66.6522236
New Brunswick,MONCTON,RICHIBUCTO,FORD'S PHARMACY/ PHARMACIE JEAN COUTU #205*,438 CHEMIN COVERDALE ROAD,46.0638392,-64.801764
Newfoundland and Labrador,,,Old Perlican Community Services,438 Station Drive?Newfoundland and Labrador?A0A 3G0,48.0762381,-52.9996209
New Brunswick,SAINT JOHN,SUSSEX,LOBLAWS PHARMACY,44 CHEMIN LOWER COVE ROAD,45.721436,-65.52925
Saskatchewan,Saskatoon,,Shoppers Drug Mart No. 416,"440 3310 8th Street E, Saskatoon, SK, S7H 5M3",52.1135174,-106.6000446
Saskatchewan,Regina,,Loblaw Pharmacy No. 1585,"4450 Rochdale Boulevard, Regina, SK, S4X 4N9",50.4982612,-104.6440743
Yukon,,Faro,Faro health center,"447 Campbell St, Faro, YT Y0B 1K0",62.2335527,-133.3611922
New Brunswick,MONCTON,MONCTON,SHOPPERS DRUG MART #182,45 BOULEVARD VAUGHAN HARVEY BOULEVARD,46.08255,-64.7885745
New Brunswick,SAINT JOHN,SAINT JOHN,WAL-MART PHARMACY,450 CHEMIN WESTMORLAND ROAD,45.3080827,-66.0192103
Saskatchewan,Regina,,Wal-Mart Pharmacy No. 3077,"4500 Gordon Road, Regina, SK, S4W 0B7",50.4082052,-104.6460205
Saskatchewan,Regina,,Save On Foods Pharmacy No. 5505,"4520 Albert Street, Regina, SK, S4S 6B4",50.40797,-104.6192203
Saskatchewan,Regina,,Northwest Pharmacy,"4535 Rochdale Boulevard, Regina, SK, S4X 4R3",50.4959962,-104.6466577
Prince Edward Island,,Prince County,Shoppers Drug Mart,"454 Granville Street, Summerside",46.4111223,-63.7837715
Saskatchewan,Saskatoon,,Community Clinic Pharmacy,"455 2nd Avenue N, Saskatoon, SK, S7K 2C2",52.1345703,-106.6615767
Saskatchewan,Regina,,Sherwood Co-op Harbour Landing Pharmacy,"4560 Parliament Ave, Regina, SKS4W 0T7",50.418322,-104.6465465
Ontario,,,"Leeds, Grenville and Lanark District Health Unit","458 Laurier Blvd, Brockville, ON K6V 7A3",44.6163282,-75.7035482
New Brunswick,FREDERICTON,FREDERICTON,SOBEYS PHARMACY,463 PROMENADE BROOKSIDE DRIVE,45.9930278,-66.6513806
Prince Edward Island,,Queens County,Loblaw Pharmacy #376,"465 University Ave, Charlottetown",46.2499107,-63.1391431
Saskatchewan,Regina,,Willowgrove Pharmacy,"4661 Rae Street, Regina, SK, S4S 6K6",50.404974,-104.6206306
Northwest Territories,,,Yellowknife Public Health Office,"4702 Franklin Ave, Yellowknife, NT X1A 1N2, Canada",62.4557701,-114.3689492
Northwest Territories,,,Public Health,"4702 Franklin Ave, Yellowknife, NT X1A 1N2",62.4557701,-114.3689492
New Brunswick,FREDERICTON,FREDERICTON,LOBLAWS PHARMACY,471 RUE SMYTHE STREET,45.958434,-66.6580944
New Brunswick,MONCTON,DIEPPE,SOBEYS PHARMACY,477 RUE PAUL STREET PLACE CHAMPLAIN PLACE,46.096309,-64.7607677
New Brunswick,MONCTON,DIEPPE,WAL-MART PHARMACY,477 RUE PAUL STREET PLACE CHAMPLAIN PLACE,46.096309,-64.7607677
New Brunswick,MONCTON,DIEPPE,SHOPPERS DRUG MART #181,477 RUE PAUL STREET,47.486591,-64.9259563
Saskatchewan,Macklin,,Delta Co-op Pharmacy,"4801 Herald St, Macklin, SK SOL 2C0",52.3305538,-109.9417533
Saskatchewan,Lloydminster,,Cape Pharmacy,"4806 50 Street, Lloydminster, SK, S9V 0M9",53.2836839,-110.0008241
New Brunswick,MONCTON,COCAGNE,COCAGNE PHARMACY,4813 ROUTE 134,46.347593,-64.6254318
Quebec,Outaouais,,RAPIDES-DES-JOACHIMS CLSC,48-A l'?glise St.Rapides-des-Joachims QC J0X 3M0,46.197844,-77.689425
Ontario,,,Wellington-Dufferin-Guelph Health Unit,"490 Charles Allan Wy, Fergus, ON N1M 2W3",43.6959404,-80.3995781
Quebec,Outaouais,,CHELSEA CLSC,"490 Route 105, Suite 201Chelsea QC J9B 1L2",45.5055393,-75.7838447
Northwest Territories,,,Yellowknife Primary Care Centre,"4915 48 St, Yellowknife, NT X1A 1N2",62.4559895,-114.3706671
Northwest Territories,,,Eye Clinic,"4916 47 St, Yellowknife, NT X1A 1L8",62.4560344,-114.3696347
Newfoundland and Labrador,,,Flatrock Community Centre,495 Windgap Road?Newfoundland and Labrador?A1K 1C5,47.7052999,-52.710651
Newfoundland and Labrador,,,Flatrock Community Centre,495 Windgap Road?Newfoundland and Labrador?A1K 1C5,47.7052999,-52.710651
New Brunswick,SAINT JOHN ,,ST GEORGE PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE ST-GEORGE,5 AVENUE RIVERVIEW AVENUE,45.1326735,-66.821151
Manitoba,,,Erickson Pop-up Clinic (Southquill Food Bank),"50 3 St SE,  Erickson,  MB R0J 0P0",50.4954102,-99.9136779
Saskatchewan,Saskatoon,,Pharmasave No. 477,"50 3211 Preston Avenue, Saskatoon, SK, S7T1C9",52.0846835,-106.6219557
Saskatchewan,Saskatoon,,Pharmasave No. 448 Rosewood,"50 401 Ledingham Way, Saskatoon, SK, S7V 0C4",52.0913486,-106.5702341
Newfoundland and Labrador,,,50 Mundy Pond Road,50 Mundy Pond Road NL A1E 1V1,47.554501,-52.736682
Prince Edward Island,,Kings County,McKenna¡¯s PharmaChoice,50 Queens Road Montague,46.1689962,-62.6537009
Prince Edward Island,,Queens County,McKenna¡¯s PharmaChoice,50 Queens Road Montague,46.1689962,-62.6537009
Quebec,Mont¨¦r¨¦gie,,SALABERRY-DE-VALLEYFIELD,"50, rue Dufferin",45.4001175,-72.7225887
New Brunswick,MONCTON,RICHIBUCTO,SHOPPERS DRUG MART #185,500 CHEMIN COVERDALE ROAD,46.0627814,-64.8064769
Prince Edward Island,,Prince County,Medicine Shoppe,"500 Main St, O¡¯Leary",46.7063123,-64.2261665
Quebec,Laurentides,,Saint-J¨¦r?me | Galeries Laurentides,"500, boul. des Laurentides, J7Z 4M1, suite 1467",45.7622485,-73.9944573
Yukon,,Dawson City,Dawson City health center,"501 Sixth Ave, Dawson City, YT Y0B 1G0",64.0566577,-139.434127
Saskatchewan,Luseland,,Luseland Pharmacy Ltd.,"502 Grand Ave, Luseland, SK SOL 2A0",52.0809435,-109.3931255
Saskatchewan,Saskatoon,,Idylwyld Pharmacy,"502 Idylwyld Drive N, Unit A, Saskatoon, SK, S7K0Z2",52.1348096,-106.6693448
Saskatchewan,Maple Creek,,Family First Pharmacy,"503 1st Ave, Maple Creek, SKS0N 1N0",49.9080175,-109.4800769
Saskatchewan,Kipling,,Kipling Pharmasave No 440,"506 Main Street, Kipling, SK, SOG 2S0",50.1021486,-102.6303362
Saskatchewan,Regina,,Shoppers Drug Mart No. 424,"5060 4th Avenue, Regina, SK, S4T 0J6",50.4635351,-104.6539336
Prince Edward Island,,Kings County,Loblaw Pharmacy #388,"509 Main St, Box 1510, Montague",46.1722017,-62.6529877
Prince Edward Island,,Kings County,Souris Remedys Rx,"51 Main Street, Souris",46.3561018,-62.257476
Prince Edward Island,,Prince County,Walmart Pharmacy,511 Granville St.?Prince Edward Island?C1N 5J4,46.4178646,-63.7775159
Prince Edward Island,,Queens County,Walmart Pharmacy,511 Granville St.?Prince Edward Island?C1N 5J4,46.4178646,-63.7775159
Saskatchewan,Gravelbourg,,Rexall No 7317,"511 Main St, Gravelbourg, SKSOH 1X0",49.8770747,-106.5569808
Saskatchewan,Saskatoon,,Co-op Stonebridge Pharmacy,"511 Wellman Crescent, Saskatoon, SK, S7T 0J1",52.0826153,-106.6454197
Quebec,Abitibi-T¨¦miscamingue,Rouyn-Noranda,Piscine Youville,"512 Av. Richard, Rouyn-Noranda, QC J9X 4M1",48.2286456,-79.01564
Saskatchewan,Lloydminster,,Family Pharmacy on 46th St,"5120 46th Street, Lloydminster, AB, T9V 2P7",53.2800505,-110.0100805
New Brunswick,BATHURST,HAUT-LAMEQUE,SHOPPERS DRUG MART #595,5138 ROUTE 113,47.7858755,-64.6354489
Saskatchewan,Saskatoon,,Cheetham's Pharmacy,"514 Queen St, Saskatoon, SK S7K 0M5",52.1369088,-106.6542847
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Point de service local (vaccination) -Saint-Tite,"514, rue Du Moulin",46.8900635,-71.2972341
Saskatchewan,Saskatoon,,Walker's Drug Store,"516 Clarence Avenue South, Saskatoon, SK, S7H 2C9",52.1199187,-106.6469352
Saskatchewan,Broadview,,Pharmasave No. 430,"518 Main Street, Broadview, SK, SOG OKO",50.378276,-102.578097
New Brunswick,SAINT JOHN,SAINT JOHN,LAWTONS DRUGS,519 CHEMIN WESTMORLAND ROAD,45.3067629,-66.0156412
Prince Edward Island,,Prince County,Medicine Shoppe?,"52 Poplar St, Alberton",46.8105205,-64.0685486
Prince Edward Island,,Kings County,Pharmasave Montague,"521 Main Street, Montague",46.170302,-62.6516654
Nunavut,,,Tammattaavik Boarding Home,"521 Niaqunngusiariaq, Iqaluit, NU X0A",63.7491769,-68.5087685
Saskatchewan,Saskatoon,,Medicine Shoppe No. 338,"5-270 Acadia Drive, Saskatoon, SK, S7H 3V4",52.1244919,-106.5963819
Saskatchewan,Kipling,,Balfour Drugs Ltd.,"528 Main Street, Kipling, SK, SOG 2S0",50.1023959,-102.6318344
Saskatchewan,Humboldt,,Pharmasave No. 429,"531 Main Street, Humboldt, SK, SOK 2A0",52.1984621,-105.1231439
Saskatchewan,Regina,,Victoria Park Pharmacy,"532 Victoria Avenue East, Regina, SK, S4N 0N7",50.4474665,-104.5765306
Prince Edward Island,,Prince County,O¡¯Leary PharmaChoice,536 Main Street,46.8142249,-64.0656781
New Brunswick,SAINT JOHN,HAMPTON,HAMPTON GUARDIAN,5-361 PROMENADE WILLIAM BELL DRIVE,45.5162697,-65.8261449
Prince Edward Island,,Prince County,Medicine Shoppe,"54 Central St, Summerside",46.3937152,-63.792924
New Brunswick,MONCTON,MONCTON,FORD'S FAMILY PHARMACY & WELLNESS CENTRE,544 BOULEVARD ST. GEORGE BOULEVARD,46.0874294,-64.7977804
New Brunswick,MIRAMICHI,BAIE STE ANNE    ,BAY GUARDIAN,5447 ROUTE 117,47.0428043,-64.974593
Northwest Territories,,,Yellowknife,"548 Byrne Rd, Yellowknife, NT X1A 2N1",62.4471912,-114.4016669
Northwest Territories,,,Stanton Territorial Hospital,"548 Byrne Rd, Yellowknife, NT X1A 2N1",62.4471912,-114.4016669
New Brunswick,MONCTON,MONCTON,SOBEYS PHARMACY,55 BOULEVARD VAUGHAN HARVEY BOULEVARD,46.0900931,-64.7987589
New Brunswick,SAINT JOHN ,,SAINT JOHN PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE SAINT JOHN,55 RUE UNION STREET,47.1601663,-67.9262986
Northwest Territories,,,Audiology Clinic,"550 Byrne Rd, Yellowknife, NT X1A 2N1",62.4479764,-114.4028839
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Point de service local (vaccination) -Louiseville,"550, boulevard Saint-Laurent Est",45.5063884,-73.5565388
Quebec,?Bas-Saint-Laurent,,Point de service local - Trois-Pistoles (vaccination et d¨¦pistage),"550, rue Notre-Dame EstTrois-Pistoles?(Qu¨¦bec) G0L 4K0",48.1327093,-69.1595235
Saskatchewan,Moose Jaw,,"Wal-Mart Pharmacy No, 3173","551 Thatcher Drive E, Moose Jaw, SK, S6J 1L8",50.410687,-105.5208935
New Brunswick,FREDERICTON,HARTLAND,PHARMACY FOR LIFE,554 RUE MAIN STREET,46.3052154,-67.5296796
Prince Edward Island,,Prince County,KENSINGTON PHARMACY,"56 Broadway Street, Kensington",46.437398,-63.6379203
New Brunswick,CAMPBELLTON,DALHOUSIE,FAMILIPRIX DALHOUSIE,562 PROMENADE DARLINGTON DRIVE,48.0392776,-66.4036933
New Brunswick,MONCTON,MONCTON,LAWTONS DRUGS,565 PROMENADE ELMWOOD DRIVE,46.1225622,-64.7705171
New Brunswick,SAINT JOHN,SAINT JOHN,SHOPPERS DRUG MART #191,57 AVENUE LANSDOWNE AVENUE,45.2772748,-66.0792424
New Brunswick,FREDERICTON,EDMUNDSTON,LOBLAWS PHARMACY,577 RUE VICTORIA STREET,47.383166,-68.3351173
Quebec,Outaouais,,VALL?E-DE-LA-LI?VRE CLSC,"578, Maclaren St.Gatineau QC J8M 1A2",45.5879592,-75.4028244
New Brunswick,SAINT JOHN,ROTHESAY,ROTHESAY COMMUNITY PHARMACY,58 CHEMIN MARR ROAD- 2ND FLOOR /2?ME ?TAGE,45.3920506,-65.9725643
New Brunswick,SAINT JOHN ,,GRAND MANAN PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE GRANDMANAN,582 ROUTE 776,44.7277147,-66.7589124
New Brunswick,MONCTON,RICHIBUCTO,ALBERT COUNTY PHARMACY,5883 RUE KING STREET,45.9146632,-64.419616
Prince Edward Island,,Prince County,WEST ROYALTY PHARMACY?,"591 North River Road, Charlottetown",46.2623156,-63.1574689
Quebec,?Bas-Saint-Laurent,,Point de service local - Saint-Pascal (vaccination),"595, avenue MartinSaint-Pascal?(Qu¨¦bec) G0L 3Y0",47.5298852,-69.8030234
Saskatchewan,Prince Albert,,Willowgrove Pharmacy,"597 28 St W, Prince Albert, SK S6V 4T1",53.1872878,-105.769499
Quebec,?Bas-Saint-Laurent,,Point de service local - Matane (vaccination),"597, avenue du Phare EstMatane (Qu¨¦bec)?G4W 2E4",48.8515507,-67.507744
New Brunswick,FREDERICTON,FREDERICTON,PHARMACIE JEAN COUTU #154,598 RUE UNION STREET,45.9675079,-66.630635
New Brunswick,SAINT JOHN,HAMPTON,HAMPTON PHARMASAVE,599 RUE MAIN STREET,46.4279958,-67.6158104
Saskatchewan,Moose Jaw,,Moose Jaw Family Pharmacy,"6 58 Highland Rd, Moose Jaw, SK, S6H 1M4",50.4165059,-105.5220316
New Brunswick,MONCTON,DIEPPE,PHARMACIE JEAN COUTU #337,600 BOULEVARD DIEPPE BOULEVARD,46.09759,-64.699832
Quebec,Mont¨¦r¨¦gie,,BELOEIL,"600, boulevard?Sir-Wilfrid-Laurier",45.4114828,-72.9800344
Saskatchewan,Pfizer Bivalent,,Wal-Mart Pharmacy No. 3058,"601 Carlton Trail, North Battleford, SK, S9A4A9",52.7625767,-108.2721666
Quebec,Outaouais,,VAL-DES-BOIS CLSC,"601, route 309Val-des-Bois QC J0X 3C0",45.916156,-75.591979
Saskatchewan,Herbert,,Harder's Pharmacy,"604 Herbert Avenue, Herbert, SK, S0H 2A0",50.4267084,-107.2208675
New Brunswick,FREDERICTON,WOODSTOCK,NEWNHAM & SLIPP PHARMACY,604 RUE MAIN STREET,47.05366,-67.7579499
Saskatchewan,Saskatoon,,Shoppers Drug Mart No. 413,"610 Taylor Street E, Saskatoon, SK, S7H 1V8",52.1070358,-106.6557957
Saskatchewan,La Ronge,,GT Pharmacy #438,"612 La Ronge Avenue, La Ronge, SK, SOJ 1L0",55.1006838,-105.2941903
New Brunswick,FREDERICTON ,,BOIESTOWN PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE BOIESTOWN,"6154 ROUTE 8, BUREAU/UNIT 1",46.4568977,-66.4157943
Saskatchewan,Melfort,,Loblaw Pharmacy No. 4685,"620A Saskatchewan Drive E, Melfort, SK, SOE 1A0",52.8573537,-104.5981733
Saskatchewan,Regina,,Dieppe Pharmacy,"6210 Dewdney Avenue, Regina, SK, S4T1E2",50.4554762,-104.6699144
Saskatchewan,Humboldt,,Shoppers Drug Mart No. 434,"627 Main Street, Humboldt, SK, SOK 2A0",52.1996002,-105.123338
Newfoundland and Labrador,,,RODDICKTON-BIDE ARM & SURROUNDING AREA,"63 Cloud Dr,  Roddickton, NL A0K 4P0",50.8695681,-56.1179063
