Province,District,Facility,latitude,longitude,public_or_private
Gauteng,,Rietspruit Clinic,-26.7032,27.757623,Public
Gauteng,,River Park Clinic,-26.1064,28.123712,Public
Gauteng,,Rondebult Clinic,-26.31163137,28.21016456,Public
Gauteng,Johannesburg MM,Roodepoort City Hall,-26.1592424,27.866076,Public
Gauteng,,Roodepoort Town Hall,-26.16104056,27.86553239,Public
Gauteng,,Rooihuiskraal Clinic,-25.8937,28.15372,Public
Gauteng,Sedibeng DM,Roshnee Civic Hall,-26.564369,27.9416883,Public
Gauteng,,Rosslyn Clinic,-25.62641,28.09489,Public
Gauteng,,Rox Pharmacy,-26.2035518,28.0119449,Private
Gauteng,Tshwane MM,Rynepark Pharmacy,-25.8410464,28.1742249,Private
Gauteng,Ekurhuleni MM,Rynfield Pharmacy,-26.1566423,28.3324592,Private
Gauteng,,Sacks Pharmacy,-26.0917,27.76834,Private
Gauteng,,San Ridge Square Clicks Pharmacy,-25.9767856,28.1169906,Private
Gauteng,,Sandton Islamic Association,-26.0746963,28.0448935,Public
Gauteng,,Sanlam Centre Randburg Clicks Pharmacy,-26.0923969,28.0038225,Private
Gauteng,,Sanlam Sandton,-26.1691924,28.0529887,Private
Gauteng,Sedibeng DM,Saul Tsotetsi Sports Complex,-26.58832,27.84075,Public
Gauteng,,Saulsville Arena,-25.770001,28.062337,Public
Gauteng,,Saulsville Clinic,-25.77869,28.06719,Public
Gauteng,Johannesburg MM,Savoy Medicare,-26.130373,28.086125,Private
Gauteng,,Sebei Motsoeneng Clinic,-26.56419,27.84229,Public
Gauteng,Sedibeng DM,Sebokeng Hospital,-26.60611,27.84622,Public
Gauteng,,Sedilega Clinic,-25.49973,28.0355,Public
Gauteng,,Sefako Makgatho Health Sciences University,-25.6191844,28.016077,Public
Gauteng,,Selope Thema Clinic,-26.30783,28.41897,Public
Gauteng,Sedibeng DM,Sharpeville Community Health Centre,-26.68694972,27.87059595,Public
Gauteng,,Shoprite Bronkhorstspruit,-25.81101547,28.74591016,Public
Gauteng,Sedibeng DM,Sicelo Community Hall,-26.5529053,27.9859352,Public
Gauteng,,Silverton Clinic,-25.73351,28.2971,Public
Gauteng,West Rand DM,Simunye Clinic (Westonaria),-26.32581422,27.6896547,Both
Gauteng,West Rand DM,Simunye Multipurpose Centre (Simunye Hall),-26.3216361,27.6822826,Public
Gauteng,,Sinethemba Clinic,-26.4565,27.7666,Public
Gauteng,,Sinqobile Clinic,-26.21902,27.88512,Public
Gauteng,,Slovo Gardens,-25.42886405,28.03708759,Public
Gauteng,,Slovo Park Clinic,-26.2139,28.489204,Private
Gauteng,,Sokhulumi Clinic,-25.60281,28.8973,Public
Gauteng,Ekurhuleni MM,Sontonga Mall Pharmacy,-26.3747738,28.163064,Private
Gauteng,,Soshaguve Halala Hall,-25.5215823,28.1090325,Public
Gauteng,,Soshanguve 2 Clinic,-25.51308,28.1142,Public
Gauteng,Tshwane MM,Soshanguve Block JJ Clinic,-25.4546854,28.0815415,Public
Gauteng,,Soshanguve Block TT Clinic,-25.55618,28.06474,Public
Gauteng,,Soshanguve Block X Clinic,-25.46693,28.13178,Public
Gauteng,,Soshanguve Community Health Centre,-25.49123,28.09431,Public
Gauteng,,Southerand Suburb Recreational Centre,-26.25944325,28.05970255,Public
Gauteng,,Southern R X Pharmacy,-26.0707291,28.1134152,Private
Gauteng,Johannesburg MM,Spar Pharmacy Ridgeway,-26.2661825,28.0049242,Private
Gauteng,Ekurhuleni MM,Springs Clinic (Springs Hall),-26.258614,28.4296653,Public
Gauteng,Ekurhuleni MM,Spruit Pharmacy,-26.0590389,27.900756,Private
Gauteng,,Spruitview Pharmacy,-26.326553,28.185346,Private
Gauteng,Ekurhuleni MM,Stanhope Pharmacy,-26.2001199,28.1221,Private
Gauteng,Tshwane MM,Stanza Bopape Community Health Centre,-25.7059,28.3941,Public
Gauteng,,Stanza Bopape II Clinic,-25.7144,28.4155,Public
Gauteng,Johannesburg MM,Station Health and Home Pharmacy,-26.318015,27.824016,Private
Gauteng,West Rand DM,Sterkfontein Hospital,-26.0582914,27.75345462,Public
Gauteng,,Steve Biko Academic Hospital,-25.72951,28.20256,Public
Gauteng,Johannesburg MM,Stretford Community Health Centre,-26.46983669,27.86909697,Public
Gauteng,Ekurhuleni MM,Strubenvale - Pharmacy,-26.25778,28.4672213,Private
Gauteng,Johannesburg MM,Sunninghill Square Pharmacy,-26.0324561,28.0621912,Private
Gauteng,,Sunnypark Shopping Centre,-25.75067052,28.20285476,Private
Gauteng,,Sunnypark Shopping Centre,-25.75071532,28.20318735,Public
Gauteng,,Sunrise View Clinic,-25.83935993,28.25396321,Public
Gauteng,Sedibeng DM,Sussman's Medicine Chest,-26.6972215,27.8349014,Private
Gauteng,Tshwane MM,Suurman Clinic,-25.37832072,28.21125273,Public
Gauteng,,Suurman Community Hall,-25.38196941,28.2199208,Public
Gauteng,,Tambo Memorial Hospital,-26.21849,28.24449,Public
Gauteng,,Tara H Moross Centre Hospital,-26.10872,28.03646,Public
Gauteng,,Tara Hospital ,-26.10819774,28.03822592,Private
Gauteng,West Rand DM,Tarlton Clinic,-26.09089183,27.66855164,Public
Gauteng,,Temba Community Health Centre,-25.37743,28.26362,Public
Gauteng,Tshwane MM,Temba Stadium,-25.3772062,28.2490076,Public
Gauteng,Ekurhuleni MM,Tembisa Health Care Centre (Rabasotho Hall),-26.0097511,28.2196076,Public
Gauteng,,Tembisa Health Clinic,-26.00923,28.21691,Public
Gauteng,Ekurhuleni MM,Tembisa Hospital,-25.9828,28.23756,Public
Gauteng,,The Fountains Hospital,-26.4019555,27.4228675,Private
Gauteng,,The Local Choice Epsom Downs Pharmacy,-26.042556,28.014111,Private
Gauteng,,The Local Choice Falls Pharmacy,-26.1669258,28.3103652,Private
Gauteng,,The Local Choice Ormonde Pharmacy,-26.24163,28.0048,Private
Gauteng,Johannesburg MM,The Local Choice Pharmacy Colony,-26.1226995,28.0299271,Private
Gauteng,,The Local Choice Pharmacy Helderkruin,-26.1231941,27.8741106,Private
Gauteng,,The Local Choice Pharmacy Medvalue,-25.6833407,28.2974033,Private
Gauteng,,The Local Choice Pharmacy Oak Avenue,-26.1883995,28.205968,Private
Gauteng,,The Local Choice Voortrekker Street Pharmacy,-26.495037,28.35375,Private
Gauteng,Ekurhuleni MM,Thelle Mogoerane Regional Hospital,-26.35678657,28.224291,Public
Gauteng,,Thembelihle Clinic,-26.34063,27.86636,Public
Gauteng,,Thlokomelong Clinic,-26.5479,27.84962,Public
Gauteng,Johannesburg MM,Thoko Mngoma Clinic,-26.0955747,28.09779009,Public
Gauteng,,Thokoza Progressive Youth Centre,-26.3547243,28.1308876,Public
Gauteng,Tshwane MM,Thorntree Pharmacy,-25.5806517,28.1053913,Private
Gauteng,,Thusanang Clinic,-26.50592,27.46061,Public
Gauteng,Johannesburg MM,Thuthukani Clinic,-26.0002,28.1899,Public
Gauteng,,Tileba Pharmacy,-25.6782133,28.1481894,Private
Gauteng,,Tladi Prov Clinic,-26.25413,27.84182,Public
Gauteng,,Tlhokomelong Clinic,-26.31780045,27.65053084,Public
Gauteng,,Toekomsrus Community Hall,-26.2037035,27.706041,Public
Gauteng,Johannesburg MM,Townsview Medicine Depot,-26.25473,28.05097,Private
Gauteng,,Travel Doctor Corporate - Northcliff,-26.1397388,27.9756922,Private
Gauteng,,Travel Doctor Corporate - Rosebank,-26.1480995,28.0405844,Private
Gauteng,Ekurhuleni MM,Tsakane Clinic,-26.3522167,28.3799817,Public
Gauteng,Ekurhuleni MM,Tsakane Ext 10 Clinic,-26.346,28.393865,Public
Gauteng,,Tshepiso Clinic,-26.6741,27.86821,Public
Gauteng,,Tshepisong clinic,-26.1907,27.81243,Public
Gauteng,,Tshwane North TVET College - Rosslyn Campus,-25.62719373,28.07670937,Public
Gauteng,Tshwane MM,Tshwane Rehabilitation Hospital,-25.735793,28.1998375,Public
Gauteng,,Tshwane University of Technology,-25.7322075,28.1618717,Public
Gauteng,,Tshwane University of Technology - Soshanguve South Campus,-25.54016916,28.09689411,Public
Gauteng,,Tsietsi Clinic,-26.4218,28.161064,Public
Gauteng,,Tsolo Hall,-26.339709,28.154462,Public
Gauteng,,Tswelopele Clinic,-26.36072411,28.13780674,Public
Gauteng,,Tuckers Dispensary,-26.0363311,28.0796974,Private
Gauteng,Johannesburg MM,Tyrone Pharmacy,-26.1604602,28.0265884,Private
Gauteng,,Ubuntu Clinic,-25.79105,28.43132,Public
Gauteng,Tshwane MM,University of Pretoria,-25.7305482,28.2016061,Public
Gauteng,,University of South Africa,-25.76766506,28.19925152,Public
Gauteng,,Usizolwethu Clinic,-26.35174,28.77772,Public
Gauteng,Sedibeng DM,Vaal Mall Clicks Pharmacy,-26.71075897,27.82225369,Private
Gauteng,Sedibeng DM,Van der Walt Pharmacy Meyerton,-26.559643,28.0144133,Private
Gauteng,Tshwane MM,Van Heerden (Lynriff) Apteek,-25.7660256,28.298316,Private
Gauteng,Tshwane MM,Van Heerden Apteek - Old Farm,-25.79011284,28.32853172,Private
Gauteng,Tshwane MM,Van Heerden Apteek Glenstantia,-25.81109537,28.27838435,Private
Gauteng,,Van Heerden Pharmacy - Herfsblaar,-25.7274051,28.2536233,Private
Gauteng,Tshwane MM,Van Heerden Pharmacy Lynnridge,-25.7660691,28.2983053,Private
Gauteng,Tshwane MM,Van Heerden Pharmacy Lyttelton,-25.83802488,28.19240599,Private
Gauteng,Tshwane MM,Van Heerden Pharmacy Parkview,-25.81719942,28.30389492,Private
Gauteng,,Van Heerden Pharmacy Rosslyn,-25.63465,28.102602,Private
Gauteng,,Vanderwalt Pharmacy,-26.5594876,27.883042,Private
Gauteng,West Rand DM,Venterspost Library,-26.2666254,27.6221177,Public
Gauteng,Sedibeng DM,Vereeniging Banquet Hall,-26.6757886,27.9291104,Public
Gauteng,,Vibe Cafe Soshanguve,-25.45163931,28.09662444,Public
Gauteng,,Villa Lisa Clinic ,-26.32502934,28.25364333,Public
Gauteng,,Vischuil Clinic,-26.2993,28.58501,Public
Gauteng,,Vlakfontein Clinic,-26.37353,27.87892,Public
Gauteng,,Vosloorus Civic Centre Hall,-26.3464642,28.2026766,Public
Gauteng,,Vosloorus Ext 9 Clinic,-26.34806,28.21834,Public
Gauteng,,Vosloorus Poly Clinic,-26.34963,28.19781,Public
Gauteng,,Wannenburg Clinic,-26.17697,28.17807,Public
Gauteng,,Wedela Clinic,-26.46075,27.38418,Public
Gauteng,West Rand DM,Wedela Community Hall,-26.4615802,27.3850186,Public
Gauteng,Johannesburg MM,Weilers Farm Hall at Clinic,-26.4052664,27.9017292,Public
Gauteng,,Wendywood Clinic,-26.08354,28.08414,Public
Gauteng,Johannesburg MM,Wendywood Sports and Recreation Centre,-26.0833875,28.0816163,Public
Gauteng,,Wendywood Sports and Recreation Centre,-26.08343151,28.08279667,Public
Gauteng,,Weskoppies Hospital,-25.76389,28.16057,Public
Gauteng,Tshwane MM,Weskoppies Psychiatric Hospital,-25.763029,28.1634665,Public
Gauteng,West Rand DM,West Krugersdorp Pharmacy,-26.0982183,27.7471063,Private
Gauteng,West Rand DM,Westonaria Civic Centre,-26.3301251,27.6516894,Public
Gauteng,,Westonaria Clinic,-26.3302,27.65245,Public
Gauteng,West Rand DM,Westonaria Healthcare Pharmacy,-26.3192409,27.65465,Private
Gauteng,Ekurhuleni MM,Westwood Pharmacy,-26.184523,28.28027,Private
Gauteng,,Wildebeesfontein Clinic,-26.51731,27.8849,Public
Gauteng,Johannesburg MM,Wilgemed Pharmacy,-26.1006611,27.905613,Private
Gauteng,Johannesburg MM,Wilropark Pharmacy,-26.1249422,27.7867213,Private
Gauteng,,Winnie Mandela Clinic,-25.98887,28.22651,Public
Gauteng,,Winterveldt Clinic,-25.40371,28.02454,Public
Gauteng,,Witkoppen Clinic,-26.01096,28.01084,Public
Gauteng,Johannesburg MM,Witkoppen Health And Welfare Centre,-26.0109088,28.0108723,Public
Gauteng,Johannesburg MM,WitPoortjie Recreation Centre,-26.1388641,27.8389134,Public
Gauteng,Johannesburg MM,Wits Donald Gordon Medical Centre,-26.1789951,28.0343943,Private
Gauteng,Johannesburg MM,Yeoville Clinic,-26.18094951,28.0629838,Public
Gauteng,Johannesburg MM,Yeoville Recreation Centre,-26.18112,28.0575413,Public
Gauteng,Tshwane MM,Zamile Clinic,-25.4454675,28.0121997,Public
Gauteng,,Zandspruit Shopping Centre,-26.0605535,27.8992854,Private
Gauteng,Tshwane MM,Zithobeni Clinic,-25.78408715,28.71971899,Public
Gauteng,Tshwane MM,Zithobeni Community Hall,-25.7841341,28.7168814,Public
Gauteng,Johannesburg MM,Zola Community Health Centre,-26.2436174,27.831097,Public
Gauteng,,Zola Gateway Clinic,-26.24835,27.8522,Public
Gauteng,,Zone 17 Clinic,-26.5957,27.83207,Private
Gauteng,,Zone 3 Clinic,-26.5287,27.87136,Public
Gauteng,,Zonkizizwe 1 Clinic,-26.4071,28.18704,Private
Gauteng,,Zonkizizwe 2 Clinic,-26.4144,28.18053,Public
Gauteng,Tshwane MM,Zuid Afrikaans Hospital,-25.76200695,28.20639708,Private
Gauteng,,Zuurbekom Clinic,-26.31693,27.70312,Public
Gauteng,West Rand DM,Zuurbekom Hall,-26.27433,27.77766,Public
Gauteng,,Zwartkops Raceway,-25.8101173,28.1078845,Public
Gauteng,Tshwane MM,ZwavelStream Clinic,-25.8325647,28.3649655,Private
Gauteng,,Northmead Clinic,-26.16060963,28.31,Public
Gauteng,,Phutanang Clinic,-26.35795184,28.3766174,Public
Gauteng,,Tamaho Clinic,-26.30848268,28.14915806,Public
Gauteng,,Goba Clinic,-26.34242255,28.15165487,Public
KwaZulu-Natal,Zululand DM,AbaQulusi Private Hospital,-27.7716393,30.7761164,Private
KwaZulu-Natal,Zululand DM,Abaqulusi Private Hospital Pharmacy,-27.7716393,30.7761164,Private
KwaZulu-Natal,,Acaciaville Clinic,-28.55770224,29.78220088,Public
KwaZulu-Natal,,Adams Clinic,-30.03162507,30.81264938,Public
KwaZulu-Natal,eThekwini MM,Addington Hospital,-29.86163,31.04229,Public
KwaZulu-Natal,uthukela DM,AE Haviland Memorial Clinic,-28.55064,29.81529,Public
KwaZulu-Natal,,AF Wood Hall,-29.5889323,30.3837617,Public
KwaZulu-Natal,,Africa Medical & Lifestyle Centre,-29.83766,30.848447,Private
KwaZulu-Natal,,Altona Clinic,-27.3812,31.2124,Public
KwaZulu-Natal,,Amajuba Education Centre,-27.7622926,30.0213701,Public
KwaZulu-Natal,,Amandlalathi Clinic,-28.87761,30.98571,Public
KwaZulu-Natal,,Amanzimtoti Civic Centre,-30.0580419,30.8760663,Public
KwaZulu-Natal,eThekwini MM,Amanzimtoti Clinic,-30.0543885,30.88074116,Public
KwaZulu-Natal,,Amaoti Clinic,-29.688,30.97942,Public
KwaZulu-Natal,uMgungundlovu DM,Appelsbosch Hospital,-29.38985,30.8427,Public
KwaZulu-Natal,,Assisi Clinic,-30.60645,30.34957,Public
KwaZulu-Natal,,Athlone Park Clinic,-30.01791811,30.91950591,Public
KwaZulu-Natal,,Austerville Clinic,-29.94048649,30.98309432,Public
KwaZulu-Natal,,Azalea Clinic,-29.6893,30.318651,Public
KwaZulu-Natal,uMgungundlovu DM,Ballims Pharmacy,-29.5957624,30.3861323,Private
KwaZulu-Natal,,Ballito Clinic,-29.52854822,31.20645093,Public
KwaZulu-Natal,,Baphumile Clinic,-30.55292,30.35442,Public
KwaZulu-Natal,,Beatrice Street Pharmacy,-29.852195,31.0153595,Public
KwaZulu-Natal,,Belgrade Clinic,-27.26715,31.28297,Public
KwaZulu-Natal,,Belmed Pharmacy (Pty) Ltd,-29.579271,31.100455,Private
KwaZulu-Natal,,Benedictine Gateway Clinic,-27.8925,31.639694,Private
KwaZulu-Natal,Zululand DM,Benedictine Hospital,-27.891,31.63932,Public
KwaZulu-Natal,Uthukela DM,Bergville Clinic,-28.727252,29.347681,Public
KwaZulu-Natal,,Bergville Sports Centre,-28.73505263,29.36110138,Public
KwaZulu-Natal,,Bester Pharmacy,-29.7217979,31.0019708,Private
KwaZulu-Natal,Umkhanyakude DM,Bethesda Hospital,-27.57411,32.0821,Public
KwaZulu-Natal,,Bethesda Hospital,-27.57426553,32.08172628,Public
KwaZulu-Natal,,Bethsaida Ministries International ,-29.7280768,31.0340263,Public
KwaZulu-Natal,Umkhanyakude DM,Bhambanana Community Hall,-27.1004258,32.1591469,Public
KwaZulu-Natal,,Bhekumthetho Clinic,-27.97316,30.73798,Public
KwaZulu-Natal,,Bhekuzulu Clinic,-27.77656,30.82191,Public
KwaZulu-Natal,,Bliss Bay Pharmacy,-28.2978846,31.4226046,Private
KwaZulu-Natal,eThekwini MM,Bluff Spar Pharmacy,-29.9114295,30.8815353,Private
KwaZulu-Natal,King Cetshwayo DM,Brackenham Clinic,-28.7495,32.0529,Public
KwaZulu-Natal,King Cetshwayo DM,Brackenham Pharmacy,-28.7224929,32.0407311,Private
KwaZulu-Natal,,Bread of Life Ministries ,-27.76904,30.0175,Public
KwaZulu-Natal,,Broadway Pharmacy,-29.7846393,31.0391584,Private
KwaZulu-Natal,eThekwini MM,Brookdale pharmacy,-29.6843181,31.003519,Private
KwaZulu-Natal,uMgungundlovu DM,Bruntville Community Health Centre,-29.2145768,30.0107971,Public
KwaZulu-Natal,King Cetshwayo DM,Buchanana Clinic,-28.6046315,31.7458599,Public
KwaZulu-Natal,,Busingatha Clinic,-28.7273932,29.34971154,Public
KwaZulu-Natal,,Buxedene Clinic,-28.00432,31.85108,Public
KwaZulu-Natal,eThekwini MM,Care Pharmacy Natraj,-29.9535698,30.9690009,Private
KwaZulu-Natal,eThekwini MM,Careway Pharmacy - Sunningdale,-29.748934,31.0455394,Private
KwaZulu-Natal,King Cetshwayo DM,Catherine Booth Hospital,-28.99767,31.47471,Public
KwaZulu-Natal,eThekwini MM,Cato Manor Community Health Centre,-29.86185266,30.96920114,Public
KwaZulu-Natal,,Central City Clinic,-29.60209995,30.38330152,Public
KwaZulu-Natal,eThekwini MM,Central Pharmacy,-29.8593494,31.0256136,Private
KwaZulu-Natal,King Cetshwayo DM,Central Pharmacy & Pharma Clinic - Richards Bay,-28.7522503,32.0501163,Private
KwaZulu-Natal,Zululand DM,Ceza Hospital,-27.99664353,31.37669105,Public
KwaZulu-Natal,Umzinyathi DM,Charles Johnson Memorial Hospital,-28.21196,30.67292,Public
KwaZulu-Natal,,Charlestown Clinic,-27.4171,29.86634,Public
KwaZulu-Natal,,Chatscare Pharmacy & Medicine Depot,-29.9129425,30.8814014,Private
KwaZulu-Natal,eThekwini MM,Chatsworth Nelson Mandela Community Youth Centre,-29.9145229,30.8791402,Public
KwaZulu-Natal,,Chatsworth Township Centre Clinic,-29.9111781,30.8793138,Public
KwaZulu-Natal,,Christ the King Gateway Clinic,-30.1626,30.0786,Public
KwaZulu-Natal,Harry Gwala DM,Christ the King Hospital,-30.16275,30.07793,Public
KwaZulu-Natal,Umzinyathi DM,Church of Scotland Hospital,-28.7476,30.45092,Public
KwaZulu-Natal,,Cinci Clinic,-28.4776,32.1154,Public
KwaZulu-Natal,Umzinyathi DM,CJ Mthethwa Hall,-28.552657,30.4295866,Public
KwaZulu-Natal,eThekwini MM,Clairwood Hospital,-29.93559454,30.95689942,Public
KwaZulu-Natal,,Clermont Clinic,-29.79519258,30.89262539,Public
KwaZulu-Natal,,Clicks Pharmacy - Amajuba Mall,-27.7420044,29.93444,Private
KwaZulu-Natal,,Clicks Pharmacy - Athlone,-29.5861775,30.351086,Private
KwaZulu-Natal,,Clicks Pharmacy - Ballito Junction,-29.525972,31.2035602,Private
KwaZulu-Natal,,Clicks Pharmacy - Berea Centre,-29.85637,31.003649,Private
KwaZulu-Natal,,Clicks Pharmacy - Bergville,-28.7310122,29.3520596,Private
KwaZulu-Natal,,Clicks Pharmacy - Bridge City,-29.725099,30.98659,Private
KwaZulu-Natal,,Clicks Pharmacy - Brookside Mall,-29.5914623,30.3937647,Private
KwaZulu-Natal,uMgungundlovu DM,Clicks Pharmacy - Cascades,-29.57185,30.35625,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Chatsworth,-29.91368379,30.88250083,Private
KwaZulu-Natal,,Clicks Pharmacy - Cornubia,-29.7097815,31.055246,Private
KwaZulu-Natal,,Clicks Pharmacy - Delcairn Lifestyle Centre,-29.7954386,30.8403755,Private
KwaZulu-Natal,Umzinyathi DM,Clicks Pharmacy - Dundee,-28.1645046,30.2280584,Private
KwaZulu-Natal,,Clicks Pharmacy - Edendale,-29.648649,30.338632,Private
KwaZulu-Natal,,Clicks Pharmacy - Empangeni,-28.74172,31.88986,Private
KwaZulu-Natal,,Clicks Pharmacy - Eshowe,-28.8895959,31.4719905,Private
KwaZulu-Natal,,Clicks Pharmacy - Estcourt,-29.0123926,29.8641634,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Galleria,-30.033063,30.899712,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Game City,-29.8417206,31.0213156,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Gateway,-29.72698141,31.06654899,Private
KwaZulu-Natal,,Clicks Pharmacy - Hammarsdale,-29.8022,30.6286,Private
KwaZulu-Natal,uMgungundlovu DM,Clicks Pharmacy - Hayfields,-29.624029,30.408596,Private
KwaZulu-Natal,Ugu DM,Clicks Pharmacy - Hibiscus Mall,-30.8644135,30.3606651,Private
KwaZulu-Natal,,Clicks Pharmacy - Hillcrest Corner,-29.7812306,30.7628242,Private
KwaZulu-Natal,,Clicks Pharmacy - Howick,-29.4968157,30.2333427,Private
KwaZulu-Natal,,Clicks Pharmacy - Jozini,-27.432089,32.100367,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Kensington Square,-29.7851926,31.0394987,Private
KwaZulu-Natal,,Clicks Pharmacy - Kingsburgh,-30.0990018,30.8555153,Private
KwaZulu-Natal,,Clicks Pharmacy - Kloof,-29.7924912,30.8331604,Private
KwaZulu-Natal,Harry Gwala DM,Clicks Pharmacy - Kokstad,-30.5487721,29.42685329,Private
KwaZulu-Natal,,Clicks Pharmacy - KwaDukuza Mall,-29.334791,31.2915861,Private
KwaZulu-Natal,,Clicks Pharmacy - Kwamnyandu Shopping Centre,-29.972117,30.904642,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - La Lucia,-29.75333901,31.06500078,Private
KwaZulu-Natal,,Clicks Pharmacy - Ladysmith,-28.5575223,29.7800074,Private
KwaZulu-Natal,,Clicks Pharmacy - Liberty Mall,-29.582634,30.378082,Private
KwaZulu-Natal,,Clicks Pharmacy - Lilley Quarters,-29.7873293,30.7724942,Private
KwaZulu-Natal,,Clicks Pharmacy - Madadeni,-27.7507512,30.0708566,Private
KwaZulu-Natal,,Clicks Pharmacy - Mandini,-29.1468507,31.4029591,Private
KwaZulu-Natal,,Clicks Pharmacy - Montclaire,-29.92387,30.968998,Private
KwaZulu-Natal,,Clicks Pharmacy - Mooi River,-29.2077859,29.9747378,Private
KwaZulu-Natal,,Clicks Pharmacy - Mount Richmore,-29.4901499,31.2296351,Private
KwaZulu-Natal,,Clicks Pharmacy - Mtubatuba Mall,-28.4191802,32.1805927,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Musgrave Centre,-29.8480311,31.0002434,Public
KwaZulu-Natal,,Clicks Pharmacy - Nedbank Plaza at the Scottsville Mall,-29.616314,30.394658,Private
KwaZulu-Natal,,Clicks Pharmacy - Newcastle Mall,-27.7779456,29.9433144,Private
KwaZulu-Natal,,Clicks Pharmacy - Newlands East,-29.785171,30.974426,Private
KwaZulu-Natal,,Clicks Pharmacy - Nongoma,-27.9171485,31.6463181,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Pavilion,-29.8491486,30.9354397,Private
KwaZulu-Natal,,Clicks Pharmacy - Phoenix,-29.7015,31.00526,Private
KwaZulu-Natal,,Clicks Pharmacy - Pietermaritzburg,-29.60078,30.37946,Private
KwaZulu-Natal,,Clicks Pharmacy - Pongola,-27.378713,31.610961,Private
KwaZulu-Natal,,Clicks Pharmacy - Queensburgh,-29.8803804,30.9172359,Private
KwaZulu-Natal,,Clicks Pharmacy - Reservoir Hills,-29.8019884,30.9627778,Private
KwaZulu-Natal,King Cetshwayo DM,Clicks Pharmacy - Richard's Bay,-28.75196,32.051139,Private
KwaZulu-Natal,,Clicks Pharmacy - Scottburgh,-30.2933987,30.7401193,Private
KwaZulu-Natal,,Clicks Pharmacy - Seadoone Mall,-30.065582,30.8677493,Private
KwaZulu-Natal,Ugu DM,Clicks Pharmacy - Shelly Beach,-30.8099688,30.4095992,Private
KwaZulu-Natal,,Clicks Pharmacy - Smith Street,-29.86014,31.021113,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Southcoast Mall,-30.7983558,30.4048807,Private
KwaZulu-Natal,,Clicks Pharmacy - Southway Mall in Rossburgh,-29.8982808,30.9739173,Private
KwaZulu-Natal,,Clicks Pharmacy - Stanger,-29.346292,31.2881267,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - The Bluff,-29.90903211,31.0197173,Private
KwaZulu-Natal,,Clicks Pharmacy - The Cresent Umhlanga,-29.7236345,31.0611814,Private
KwaZulu-Natal,,Clicks Pharmacy - The Ridge,-29.8996805,30.8787568,Private
KwaZulu-Natal,,Clicks Pharmacy - The Workshop,-29.8559201,31.0261912,Private
KwaZulu-Natal,,Clicks Pharmacy - Tugela Ferry Mall,-28.7547838,30.4420196,Private
KwaZulu-Natal,Zululand DM,Clicks Pharmacy - Ulundi,-28.3026694,31.4210751,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Umhlali,-29.4813546,31.2278933,Private
KwaZulu-Natal,,Clicks Pharmacy - Umzimkulu,-30.264216,29.9191194,Private
KwaZulu-Natal,,Clicks Pharmacy - Victoria Road Pietermaritzburg,-29.5968844,30.3702816,Private
KwaZulu-Natal,Zululand DM,Clicks Pharmacy - Vryheid,-27.7668942,30.7930074,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Watercrest Mall,-29.747825,30.813684,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Westguard,-29.857117,31.031664,Private
KwaZulu-Natal,,Clicks Pharmacy - Westville Mall,-29.835419,30.918142,Private
KwaZulu-Natal,,Clicks Pharmacy - Westville Village Market,-29.8268666,30.9301762,Private
KwaZulu-Natal,,Clicks Pharmacy - Westwood,-29.828861,30.961079,Private
KwaZulu-Natal,eThekwini MM,Clicks Pharmacy - Windermere Shop Centre,-29.832327,31.019654,Private
KwaZulu-Natal,,Collessie Clinic,-28.6821,30.522301,Public
KwaZulu-Natal,,Connor Street Municipal Clinic,-29.00515801,29.87563624,Public
KwaZulu-Natal,,Cornfields Clinic,-28.8625,29.863512,Public
KwaZulu-Natal,,Cosh Gateway Clinic,-28.75235807,30.44130142,Public
KwaZulu-Natal,Ugu DM,Cosmed Pharmacy,-30.8646314,30.3696861,Private
KwaZulu-Natal,eThekwini MM,Cowey Park Pharmacy,-29.84063,31.008917,Private
KwaZulu-Natal,,Craigieburn Clinic,-30.1997,30.75369,Public
KwaZulu-Natal,Harry Gwala DM,Crystal Pharmacy - Kokstad,-30.549643,29.426567,Private
KwaZulu-Natal,,Cwaka Clinic,-28.65784514,30.46387004,Public
KwaZulu-Natal,eThekwini MM,D-Med Pharmacy,-29.704108,31.001974,Private
KwaZulu-Natal,,Danganya Clinic,-30.1717397,30.81727854,Public
KwaZulu-Natal,Amajuba DM,Dannhauser Community Health Centre,-28.02217567,30.05022745,Private
KwaZulu-Natal,,Darnall Clinic,-29.27249542,31.37380267,Public
KwaZulu-Natal,,Dassenhoek Hall,-29.8137998,30.8620664,Public
